Outlet_Identifier,Outlet_Age,Item_Weight,Item_Visibility,Item_MRP,Item_Visibility_Log,Item_Outlet_Sales,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,MRP_Bucket_Low,MRP_Bucket_Medium,MRP_Bucket_High,MRP_Bucket_Very_High,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Weight_Bucket_Low,Weight_Bucket_Mode,Weight_Bucket_High,Item_Category_Drinks,Item_Category_Food,Item_Category_Non-Consumables,Visibility_Bucket_Low,Visibility_Bucket_Medium,Visibility_Bucket_High
5,28,12.857645184135976,0.075707087,88.183,-2.580883503369912,1438.128,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
6,9,10.195,0.146635206,139.0838,-1.919807368292785,3652.5788,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9,14,19.1,0.177545624,172.4422,-1.7285276664752005,3621.2862,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,4,8.895,0.072693696,175.937,-2.621500610719605,529.311,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,15,8.945,0.146701312,262.291,-1.9193566504512436,1314.955,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2,6,10.3,0.146999264,103.7648,-1.917327699018656,2804.3496,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
7,11,16.0,0.173109453,155.2972,-1.753831208239055,3894.93,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,6,6.385,0.124410284,34.3874,-2.0841704332836466,388.1614,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,26,13.0,0.035079516,47.9034,-3.3501379086086827,583.2408,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
2,6,20.1,0.054763518,150.9366,-2.904731036651741,3476.1418,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3,4,11.1,0.111122936,189.2846,-2.1971181589988515,3630.6074,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
1,26,5.175,0.030330202,35.4874,-3.49561129723129,388.1614,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
8,16,11.5,0.0,88.254,-3.6123082178025943,1298.31,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3,4,16.75,0.008601441,73.7038,-3.6123082178025943,1404.1722,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
5,28,12.857645184135976,0.024407061,102.3332,-3.6123082178025943,1948.1308,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1,26,17.25,0.084262458,261.591,-2.473818851245072,3418.883,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
6,9,5.88,0.08644044,155.3998,-2.448299657120405,2153.1972,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5,28,12.857645184135976,0.112718928,54.2956,-2.182857921727922,1310.2944,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
2,6,7.3,0.086619573,147.6076,-2.4462294727852716,3251.7672,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9,14,7.075,0.058437653,143.0128,-2.8397948537548405,1150.5024,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
2,6,6.365,0.0,59.7536,-3.6123082178025943,980.0576,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
5,28,12.857645184135976,0.034504414,125.202,-3.366668021099721,2783.044,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
6,9,9.3,0.044652785,247.0802,-3.1088385995846504,1228.401,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
1,26,5.92,0.019184026,50.3692,-3.6123082178025943,591.2304,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
6,9,9.6,0.029638267,42.6086,-3.5186889485496877,133.8258,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
8,16,14.15,0.042180995,52.0982,-3.165785514830881,578.5802,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1,26,11.8,0.11507174,198.2084,-2.162199519030539,3769.7596,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
7,11,6.765,0.087437069,106.1306,-2.436835955803754,1672.4896,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5,28,12.857645184135976,0.014295564,242.6512,-3.6123082178025943,12117.56,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
0,15,13.15,0.073251428,181.695,-2.613857536394437,549.285,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
5,28,12.857645184135976,0.021743592,263.191,-3.6123082178025943,6574.775,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
2,6,18.7,0.10527024,122.9072,-2.251224520869693,490.0288,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,26,13.3,0.063513272,149.9708,-2.756506387048578,2106.5912,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
2,6,9.42,0.044151435,61.5194,-3.1201298496291163,866.8716,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8,16,17.6,0.008001018,170.4422,-3.6123082178025943,2759.0752,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2,6,8.235,0.0828941,149.3076,-2.4901913894580376,1921.4988,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5,28,12.857645184135976,0.091042211,162.6894,-2.3964320228708975,2588.6304,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
9,14,13.15,0.038011783,89.6856,-3.269859088372924,703.0848,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7,11,12.65,0.042296724,106.3938,-3.163045642737574,3751.783,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7,11,20.7,0.02695441,73.2354,-3.6123082178025943,1504.708,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
7,11,13.0,0.153930108,76.7986,-1.8712566237427817,2648.5524,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,11,16.1,0.034376537,256.1356,-3.370381011267713,6358.39,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
7,11,16.0,0.060971431,226.2404,-2.79734986877855,4725.8484,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1,26,12.35,0.0,118.9124,-3.6123082178025943,3199.8348,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3,4,14.0,0.023831558,103.1332,-3.6123082178025943,1948.1308,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
6,9,20.5,0.032762495,40.0822,-3.4184708629461302,1257.0304,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
6,9,8.3,0.035347676,38.0506,-3.3425226313749503,531.3084,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
9,14,19.2,0.041291929,130.131,-3.1870882218416687,1038.648,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
2,6,9.1,0.080747059,46.9718,-2.5164337385952655,850.8924,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1,26,14.15,0.035240817,255.5014,-3.345550294300948,5355.0294,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
9,14,7.93,0.005557062,122.1414,-3.6123082178025943,2924.1936,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
8,16,17.1,0.067154053,114.386,-2.7007660004255394,1245.046,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,26,16.2,0.019362306,154.6972,-3.6123082178025943,1713.7692,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
8,16,6.465,0.124506117,264.7884,-2.0834004317542174,3709.8376,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3,4,7.155,0.168871496,34.3874,-1.7786172319917986,670.4606,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
6,9,20.6,0.030504756,212.6244,-3.4898726730990504,3599.3148,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3,4,20.25,0.103142373,94.612,-2.271644983061458,652.484,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
4,28,12.857645184135976,0.078872251,189.5556,-2.539925811343023,1126.5336,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3,4,15.85,0.082120687,177.437,-2.49956532106026,5645.984,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1,26,9.0,0.069487587,266.6884,-2.6666071466795875,3974.826,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
5,28,12.857645184135976,0.011180843,213.456,-3.6123082178025943,4261.12,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
5,28,12.857645184135976,0.037315469,50.0034,-3.2883473198056556,1992.7394,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
2,6,18.7,0.037835765,111.1886,-3.274500459666465,2334.9606,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1,26,20.85,0.021312043,104.9306,-3.6123082178025943,2299.6732,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,26,18.35,0.094218363,83.9882,-2.3621401800917,1202.4348,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6,9,18.6,0.076841095,162.2236,-2.5660156907928955,2900.2248,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6,9,9.8,0.063805139,117.3492,-2.7519215432859148,810.9444,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
9,14,15.1,0.087542757,219.8456,-2.435627953541227,6189.2768,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
5,28,12.857645184135976,0.028871235,188.7898,-3.5449095082520334,2057.9878,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1,26,7.09,0.00720931,48.1034,-3.6123082178025943,1069.2748,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
5,28,12.857645184135976,0.02286663,102.8332,-3.6123082178025943,2768.3964,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
5,28,12.857645184135976,0.067543727,57.2562,-2.6949800834328896,2073.967,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
5,28,12.857645184135976,0.038549197,127.5362,-3.255820009280539,1006.6896,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
2,6,9.5,0.0,188.9872,-3.6123082178025943,1323.6104,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
3,4,19.0,0.097709541,48.6718,-2.325756068611374,614.5334,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
8,16,20.5,0.143283608,37.919,-1.9429293400838585,183.095,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
7,11,19.85,0.064551885,125.2704,-2.7402859599469993,2127.8968,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2,6,21.1,0.029173031,145.7786,-3.5345105923757965,1444.786,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
5,28,12.857645184135976,0.067120954,132.9626,-2.70125900357497,3279.065,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,26,15.1,0.067020992,260.3304,-2.702749395230739,5424.9384,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1,26,19.7,0.026826919,98.7726,-3.6123082178025943,1859.5794,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
8,16,16.2,0.01665334,97.3726,-3.6123082178025943,2055.3246,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
6,9,18.1,0.022395357,96.5094,-3.6123082178025943,1332.9316,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
3,4,10.195,0.042113173,42.5428,-3.1673946893738956,878.856,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
8,16,6.55,0.034604343,157.8288,-3.3637760845642495,2514.0608,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7,11,15.85,0.136774734,94.4094,-1.9894199838339923,1428.141,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
5,28,12.857645184135976,0.089343433,157.3604,-2.4152675375595853,6021.4952,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3,4,12.1,0.030250132,75.267,-3.4982547308784437,612.536,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
6,9,16.5,0.079698503,100.6332,-2.529504476298379,1537.998,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
4,28,12.857645184135976,0.141360118,197.311,-1.9564446162228837,392.822,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,15,16.7,0.036933417,109.1886,-3.298638527996669,222.3772,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
5,28,12.857645184135976,0.037449987,76.7354,-3.284748916148475,2783.7098,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0,15,11.1,0.294948897,159.0604,-1.2209531681569294,792.302,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
1,26,11.35,0.005525913,168.279,-3.6123082178025943,2376.906,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
8,16,9.195,0.04712061,53.1666,-3.0550447940519723,768.999,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4,28,12.857645184135976,0.162248011,160.4604,-1.8186291823328624,316.9208,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
8,16,18.85,0.090867297,127.3336,-2.3983551115079864,3962.8416,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
8,16,8.0,0.030264897,250.3092,-3.497766752915383,6723.2484,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
8,16,19.1,0.067295406,41.9796,-2.69866330617698,701.7532,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
5,28,12.857645184135976,0.02827966,152.234,-3.565612460656872,1071.938,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
5,28,12.857645184135976,0.020388413,44.4112,-3.6123082178025943,767.0016,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
5,28,12.857645184135976,0.027644732,149.4708,-3.5883200935781714,3159.8868,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
9,14,6.36,0.120731024,46.506,-2.114190149937705,652.484,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,6,19.6,0.025429614,151.7024,-3.6123082178025943,2884.2456,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
5,28,12.857645184135976,0.059438787,130.9968,-2.8228082859141055,4828.3816,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
8,16,17.1,0.074059474,209.0638,-2.602886805871339,3520.0846,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5,28,12.857645184135976,0.015693328,150.7366,-3.6123082178025943,906.8196,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
5,28,12.857645184135976,0.057850699,113.2834,-2.8498897424422434,4376.9692,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,26,8.76,0.050011058,126.7336,-2.9955111380062585,639.168,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
6,9,6.775,0.105225964,84.225,-2.2516452030464884,3162.55,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
9,14,16.25,0.039207025,116.1176,-3.2388993390580945,2633.9048,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
6,9,19.85,0.044489064,89.4856,-3.112511872821101,1054.6272,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1,26,19.75,0.012437935,189.9872,-3.6123082178025943,3781.744,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7,11,6.96,0.077350112,91.4146,-2.5594132540003094,638.5022,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
3,4,8.935,0.040346436,53.7298,-3.210252215304797,593.2278,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
0,15,8.26,0.057585723,113.7834,-2.8544806065871278,115.1834,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
7,11,6.71,0.03565903,218.3166,-3.333752868263152,1959.4494,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
6,9,8.945,0.087629354,263.491,-2.434639245846149,1840.937,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
8,16,12.65,0.0,107.8938,-3.6123082178025943,750.3566,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9,14,15.0,0.154228739,107.3938,-1.8693184603806674,750.3566,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,6,15.35,0.096943078,196.5768,-2.3336312974700513,7685.9952,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
9,14,14.35,0.017065268,109.5228,-3.6123082178025943,1768.3648,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
5,28,12.857645184135976,0.0,100.8042,-3.6123082178025943,3472.147,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
7,11,5.765,0.082178616,37.0164,-2.498860156749241,540.6296,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1,26,8.315,0.035542581,143.3444,-3.3370238364952116,1596.5884,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
6,9,6.13,0.102171627,53.8298,-2.281101262065938,1024.6662,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
6,9,14.5,0.128235818,104.1332,-2.0538843819424626,205.0664,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8,16,15.1,0.0552059,219.4166,-2.8966854473528105,6096.0648,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
3,4,17.25,0.037337632,163.7526,-3.2877535601264394,3289.052,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1,26,13.0,0.099242622,46.306,-2.310187699709495,699.09,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
5,28,12.857645184135976,0.030143704,222.0114,-3.501779200169305,6207.9192,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
7,11,12.85,0.108412059,233.2642,-2.2218159507764463,3950.1914,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
6,9,7.975,0.014628382,82.325,-3.6123082178025943,1331.6,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
8,16,10.895,0.032454046,144.8102,-3.427930159475028,3062.0142,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
8,16,9.17,0.102978817,144.947,-2.273231972097634,4294.41,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,15,16.2,0.105498192,101.47,-2.249061463653622,399.48,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6,9,14.65,0.171355643,47.6692,-1.7640140986096795,739.038,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
4,28,12.857645184135976,0.009585169,102.5016,-3.6123082178025943,101.2016,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3,4,6.985,0.137926458,184.7608,-1.9810346489170352,4042.7376,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
7,11,17.7,0.0,115.0834,-3.6123082178025943,2764.4016,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2,6,16.1,0.0,35.1558,-3.6123082178025943,339.558,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2,6,14.75,0.033076388,237.2906,-3.408935604631097,3089.9778,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
9,14,12.15,0.006770252,124.473,-3.6123082178025943,1231.73,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
4,28,12.857645184135976,0.142393355,36.419,-1.949161945418918,109.857,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7,11,18.5,0.025813943,89.1172,-3.6123082178025943,892.172,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2,6,12.15,0.015548178,211.2928,-3.6123082178025943,5049.4272,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
6,9,16.1,0.159698192,32.0558,-1.8344695450525572,1018.674,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,4,20.6,0.030634813,212.9244,-3.4856182369524134,2540.6928,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
9,14,17.6,0.074522745,228.801,-2.5966508981783765,3215.814,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4,28,12.857645184135976,0.145200948,35.4558,-1.929636647687135,135.8232,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7,11,5.98,0.043651198,146.1418,-3.1315245514832295,3089.9778,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
9,14,13.5,0.094366079,190.9872,-2.360573603033239,2836.308,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
6,9,12.85,0.121702394,42.7428,-2.1061766078592083,703.0848,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
6,9,13.6,0.117613212,194.2136,-2.1403539028892795,2527.3768,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6,9,9.8,0.045258247,35.9874,-3.095370371298824,282.2992,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
9,14,15.0,0.058485617,44.7744,-2.838974418221513,679.116,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5,28,12.857645184135976,0.00994477,177.837,-3.6123082178025943,6528.169,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
5,28,12.857645184135976,0.087894475,121.173,-2.4316183317841302,2586.633,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,15,16.35,0.113953562,198.2426,-2.1719642644547412,790.9704,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
4,28,12.857645184135976,0.198316649,54.3956,-1.6178902883322044,272.978,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
